State,City Tier,Brand,Year of Manufacture,Owner Type,Seller Type,Fuel Type,Insurance Status,Price (INR),Registration Year,Avg Daily Distance (km),Engine Capacity (cc),Mileage (km/l),Efficiency score,Daily fuel consumption,Resale Price (INR),Resale score,Model,Depreciation
Rajasthan,Tier 1,Yamaha,2024,First,Dealer,Electric,Active,"3,12,607.00 ",2024,78.7,253,98.49,0.39,0.8,"1,46,622.00 ",312607,Fascino 125,165985
Rajasthan,Tier 1,KTM,2024,Second,Dealer,Electric,Active,"3,20,435.00 ",2024,22.15,334,61.26,0.18,0.36,"2,00,058.28 ",320435,Duke 200,120376.72
Rajasthan,Tier 1,KTM,2024,First,Individual,Electric,Active,"3,33,013.00 ",2024,8.07,714,83.45,0.12,0.1,"1,86,714.48 ",333013,250 Duke,146298.52
Uttar Pradesh,Tier 1,Yamaha,2024,Second,Dealer,Electric,Expired,"3,61,957.00 ",2024,79.79,392,82.54,0.21,0.97,"1,80,415.07 ",361957,FZ V3,181541.93
Karnataka,Tier 1,Royal Enfield,2024,First,Dealer,Electric,Not Available,"1,71,617.00 ",2024,36.86,667,62.14,0.09,0.59,"84,814.71 ",171617,Classic 350,86802.29
Gujarat,Tier 1,Kawasaki,2024,First,Dealer,Electric,Expired,"65,856.00 ",2024,35.98,530,64.71,0.12,0.56,"50,178.13 ",65856,Vulcan S,15677.87
West Bengal,Tier 1,KTM,2024,First,Dealer,Electric,Active,"3,43,603.00 ",2024,22.29,454,89.38,0.2,0.25,"2,06,216.89 ",343603,390 Adventure,137386.11
Madhya Pradesh,Tier 1,Kawasaki,2024,First,Individual,Electric,Expired,"3,56,968.00 ",2024,61.06,915,79.65,0.09,0.77,"2,46,256.68 ",356968,Ninja 300,110711.32
Karnataka,Tier 1,Royal Enfield,2024,First,Individual,Electric,Active,"87,278.00 ",2024,61.31,638,81.37,0.13,0.75,"43,529.42 ",87278,Himalayan,43748.58
Rajasthan,Tier 1,Hero,2024,Second,Individual,Electric,Not Available,"1,04,821.00 ",2024,61.78,180,98.39,0.55,0.63,"59,631.76 ",104821,HF Deluxe,45189.24
Madhya Pradesh,Tier 1,Honda,2024,Second,Individual,Electric,Expired,"3,07,480.00 ",2024,76.95,644,92.69,0.14,0.83,"1,94,065.91 ",307480,Activa,113414.09
West Bengal,Tier 1,Hero,2024,Second,Individual,Electric,Expired,"1,54,707.00 ",2024,55.17,340,69.22,0.2,0.8,"92,445.16 ",154707,Splendor Plus,62261.84
Uttar Pradesh,Tier 1,TVS,2024,First,Dealer,Electric,Active,"2,11,424.00 ",2024,62.39,403,93.25,0.23,0.67,"1,50,487.66 ",211424,Sport,60936.34
Karnataka,Tier 1,Royal Enfield,2024,First,Dealer,Electric,Not Available,"2,02,846.00 ",2024,10.35,610,98.85,0.16,0.1,"90,433.90 ",202846,Interceptor 650,112412.1
Punjab,Tier 1,Yamaha,2024,Second,Dealer,Electric,Expired,"1,61,176.00 ",2024,51.94,964,74.94,0.08,0.69,"74,178.59 ",161176,MT-15,86997.41
Karnataka,Tier 1,Yamaha,2024,First,Individual,Electric,Expired,"3,48,015.00 ",2024,69.72,696,91.6,0.13,0.76,"1,99,310.31 ",348015,FZ V3,148704.69
Rajasthan,Tier 1,Yamaha,2024,First,Individual,Electric,Active,"83,182.00 ",2024,52.16,999,95.56,0.1,0.55,"61,686.30 ",83182,R15 V4,21495.7
Tamil Nadu,Tier 1,Honda,2024,Second,Individual,Electric,Not Available,"2,03,510.00 ",2024,9.58,417,70.88,0.17,0.14,"1,16,561.57 ",203510,CBR 650R,86948.43
Uttar Pradesh,Tier 1,Kawasaki,2024,Second,Dealer,Electric,Expired,"3,16,793.00 ",2024,16.84,852,98.03,0.12,0.17,"1,81,480.11 ",316793,Z650,135312.89
Maharashtra,Tier 1,Royal Enfield,2024,First,Individual,Electric,Active,"3,87,708.00 ",2024,68.68,562,69.72,0.12,0.99,"1,99,831.47 ",387708,Classic 350,187876.53
Tamil Nadu,Tier 1,Honda,2024,First,Individual,Electric,Active,"1,48,576.00 ",2024,78.43,672,91.97,0.14,0.85,"78,200.86 ",148576,Shine,70375.14
Tamil Nadu,Tier 1,KTM,2024,Second,Dealer,Electric,Expired,"1,11,567.00 ",2024,24.91,653,96.18,0.15,0.26,"75,531.70 ",111567,RC 390,36035.3
Karnataka,Tier 1,Royal Enfield,2024,First,Individual,Electric,Expired,"2,62,129.00 ",2024,77.91,131,98.17,0.75,0.79,"1,48,294.07 ",262129,Hunter 350,113834.93
Madhya Pradesh,Tier 1,Kawasaki,2024,Second,Individual,Electric,Not Available,"1,26,067.00 ",2024,57.9,662,80.83,0.12,0.72,"96,924.79 ",126067,Ninja 400,29142.21
Punjab,Tier 1,TVS,2024,Second,Dealer,Electric,Active,"2,38,313.00 ",2024,36.53,839,99.8,0.12,0.37,"1,45,352.13 ",238313,Jupiter,92960.87
Maharashtra,Tier 1,Honda,2024,First,Dealer,Electric,Expired,"1,05,104.00 ",2024,13.61,712,61.22,0.09,0.22,"53,851.40 ",105104,Activa,51252.6
Punjab,Tier 1,Honda,2024,Second,Individual,Electric,Active,"1,61,242.00 ",2024,7.98,780,70.97,0.09,0.11,"1,07,358.71 ",161242,Dio,53883.29
Punjab,Tier 1,Yamaha,2024,First,Individual,Electric,Expired,"1,46,445.00 ",2024,16.89,919,96.68,0.11,0.17,"91,675.79 ",146445,Ray ZR,54769.21
Tamil Nadu,Tier 1,Yamaha,2024,First,Individual,Hybrid,Active,"2,51,858.00 ",2024,41.75,193,92.66,0.48,0.45,"1,85,017.03 ",251858,FZ V3,66840.97
Delhi,Tier 1,Royal Enfield,2024,Second,Individual,Hybrid,Active,"1,35,677.00 ",2024,70.95,706,92.94,0.13,0.76,"69,640.30 ",135677,Meteor 350,66036.7
Karnataka,Tier 1,Kawasaki,2024,Second,Dealer,Hybrid,Active,"1,21,141.00 ",2024,45.75,773,84.92,0.11,0.54,"67,014.18 ",121141,Ninja 300,54126.82
West Bengal,Tier 1,Kawasaki,2024,Third,Dealer,Hybrid,Active,"3,37,526.00 ",2024,34.5,424,89.22,0.21,0.39,"1,98,523.18 ",337526,Ninja 400,139002.82
Rajasthan,Tier 1,Honda,2024,Third,Individual,Hybrid,Active,"2,10,669.00 ",2024,52.54,552,60.04,0.11,0.88,"1,43,302.45 ",210669,Activa,67366.55
Karnataka,Tier 1,Honda,2024,First,Individual,Hybrid,Active,"92,527.00 ",2024,49.48,491,72.14,0.15,0.69,"52,249.09 ",92527,Shine,40277.91
West Bengal,Tier 1,Kawasaki,2024,Second,Individual,Hybrid,Expired,"98,549.00 ",2024,73.39,296,89.25,0.3,0.82,"75,458.54 ",98549,Vulcan S,23090.46
West Bengal,Tier 1,KTM,2024,First,Dealer,Hybrid,Active,"3,54,601.00 ",2024,61.11,637,78.92,0.12,0.77,"1,75,691.50 ",354601,390 Adventure,178909.5
Rajasthan,Tier 1,TVS,2024,Second,Dealer,Hybrid,Expired,"3,76,405.00 ",2024,18.12,169,60.46,0.36,0.3,"2,29,446.45 ",376405,Jupiter,146958.55
Rajasthan,Tier 1,Bajaj,2024,Third,Dealer,Hybrid,Not Available,"3,41,264.00 ",2024,66.06,849,84.59,0.1,0.78,"2,21,170.43 ",341264,Avenger 220,120093.57
Gujarat,Tier 1,Yamaha,2024,First,Dealer,Hybrid,Not Available,"96,677.00 ",2024,65.46,767,78.26,0.1,0.84,"64,995.05 ",96677,Fascino 125,31681.95
Punjab,Tier 1,Royal Enfield,2024,Third,Individual,Hybrid,Active,"81,764.00 ",2024,74.65,480,97.27,0.2,0.77,"43,928.59 ",81764,Meteor 350,37835.41
Madhya Pradesh,Tier 1,Yamaha,2024,First,Individual,Hybrid,Active,"3,24,194.00 ",2024,6.33,434,69.45,0.16,0.09,"1,78,243.88 ",324194,MT-15,145950.12
Gujarat,Tier 1,Hero,2024,First,Dealer,Hybrid,Not Available,"2,93,205.00 ",2024,13.28,498,72.89,0.15,0.18,"1,90,259.65 ",293205,Xtreme 160R,102945.35
Maharashtra,Tier 1,Bajaj,2024,First,Individual,Hybrid,Not Available,"3,00,664.00 ",2024,42.44,180,67.38,0.37,0.63,"1,55,470.65 ",300664,CT 100,145193.35
Maharashtra,Tier 1,TVS,2024,Third,Dealer,Hybrid,Expired,"54,095.00 ",2024,30.37,328,89.09,0.27,0.34,"37,110.26 ",54095,Ronin,16984.74
Maharashtra,Tier 1,KTM,2024,Third,Individual,Hybrid,Active,"3,67,025.00 ",2024,62.47,843,76.94,0.09,0.81,"1,70,822.21 ",367025,125 Duke,196202.79
Gujarat,Tier 1,Royal Enfield,2024,Third,Individual,Hybrid,Active,"1,76,817.00 ",2024,77.03,868,83.82,0.1,0.92,"74,820.59 ",176817,Interceptor 650,101996.41
Madhya Pradesh,Tier 1,Hero,2024,Second,Individual,Hybrid,Expired,"86,110.00 ",2024,36.98,451,87.38,0.19,0.42,"48,614.72 ",86110,Passion Pro,37495.28
Uttar Pradesh,Tier 1,Bajaj,2024,Second,Individual,Hybrid,Not Available,"2,57,710.00 ",2024,10.54,799,88.97,0.11,0.12,"1,71,402.58 ",257710,Avenger 220,86307.42
West Bengal,Tier 1,Kawasaki,2024,First,Dealer,Hybrid,Expired,"1,85,418.00 ",2024,69.61,400,74,0.18,0.94,"82,363.44 ",185418,Z650,103054.56
Madhya Pradesh,Tier 1,Honda,2024,Second,Dealer,Hybrid,Expired,"1,18,069.00 ",2024,21.35,392,66.72,0.17,0.32,"93,032.51 ",118069,Shine,25036.49
West Bengal,Tier 1,KTM,2024,Third,Dealer,Hybrid,Active,"3,31,413.00 ",2024,6.54,493,67.65,0.14,0.1,"1,38,481.39 ",331413,RC 390,192931.61
Delhi,Tier 1,Royal Enfield,2024,Third,Dealer,Hybrid,Active,"1,72,452.00 ",2024,77.79,659,90.85,0.14,0.86,"71,672.84 ",172452,Himalayan,100779.16
Delhi,Tier 1,Hero,2024,Third,Dealer,Hybrid,Not Available,"1,71,878.00 ",2024,49.58,981,90.6,0.09,0.55,"80,360.80 ",171878,Passion Pro,91517.2
Uttar Pradesh,Tier 1,Royal Enfield,2024,Third,Dealer,Hybrid,Active,"85,394.00 ",2024,56.93,320,82.07,0.26,0.69,"35,817.37 ",85394,Hunter 350,49576.63
Gujarat,Tier 1,TVS,2024,Third,Individual,Hybrid,Active,"3,71,737.00 ",2024,17.98,331,91.56,0.28,0.2,"2,35,638.41 ",371737,Apache RTR 160,136098.59
Maharashtra,Tier 1,Honda,2024,Second,Dealer,Hybrid,Not Available,"2,28,682.00 ",2024,41.57,314,92.89,0.3,0.45,"1,77,852.19 ",228682,Unicorn,50829.81
Uttar Pradesh,Tier 1,Kawasaki,2024,First,Individual,Hybrid,Active,"3,76,876.00 ",2024,72.38,441,63.26,0.14,1.14,"1,51,221.39 ",376876,Ninja 400,225654.61
Punjab,Tier 1,KTM,2024,Third,Individual,Hybrid,Active,"2,56,544.00 ",2024,36.53,876,69.12,0.08,0.53,"1,74,574.26 ",256544,Duke 200,81969.74
Maharashtra,Tier 1,Royal Enfield,2024,Second,Individual,Hybrid,Not Available,"1,14,187.00 ",2024,66.85,986,69.29,0.07,0.96,"82,509.35 ",114187,Interceptor 650,31677.65
West Bengal,Tier 1,Bajaj,2024,Second,Individual,Hybrid,Not Available,"2,20,098.00 ",2024,45.28,616,75.08,0.12,0.6,"1,03,890.66 ",220098,Dominar 400,116207.34
Madhya Pradesh,Tier 1,Royal Enfield,2024,First,Dealer,Hybrid,Not Available,"2,11,394.00 ",2024,71.21,884,93.73,0.11,0.76,"1,61,882.72 ",211394,Classic 350,49511.28
Rajasthan,Tier 1,TVS,2024,First,Individual,Hybrid,Not Available,"2,80,337.00 ",2024,50.64,267,80.99,0.3,0.63,"1,21,731.66 ",280337,Jupiter,158605.34
Gujarat,Tier 1,TVS,2024,Second,Individual,Hybrid,Active,"2,46,733.00 ",2024,69.35,309,81.34,0.26,0.85,"1,92,903.52 ",246733,Ronin,53829.48
Tamil Nadu,Tier 1,Yamaha,2024,Third,Dealer,Hybrid,Not Available,"2,91,834.00 ",2024,72.46,389,75.62,0.19,0.96,"1,37,388.81 ",291834,MT-15,154445.19
Uttar Pradesh,Tier 1,Yamaha,2024,First,Dealer,Hybrid,Not Available,"3,38,022.00 ",2024,69.35,770,91.11,0.12,0.76,"1,83,477.34 ",338022,Ray ZR,154544.66
Tamil Nadu,Tier 1,Royal Enfield,2024,Second,Dealer,Hybrid,Expired,"3,40,023.00 ",2024,49.59,244,84.87,0.35,0.58,"2,42,110.22 ",340023,Hunter 350,97912.78
Madhya Pradesh,Tier 1,TVS,2024,Third,Dealer,Hybrid,Expired,"1,31,703.00 ",2024,54.79,258,97.56,0.38,0.56,"57,880.55 ",131703,Jupiter,73822.45
Maharashtra,Tier 1,Yamaha,2024,Second,Dealer,Hybrid,Active,"3,24,359.00 ",2024,27.87,965,76.74,0.08,0.36,"1,68,356.36 ",324359,MT-15,156002.64
West Bengal,Tier 1,Honda,2024,First,Dealer,Hybrid,Not Available,"2,62,481.00 ",2024,45.97,168,74.23,0.44,0.62,"1,62,268.60 ",262481,Shine,100212.4
Maharashtra,Tier 1,Bajaj,2024,Third,Dealer,Hybrid,Active,"76,380.00 ",2024,35.74,123,61.96,0.5,0.58,"36,908.29 ",76380,Platina 110,39471.71
Punjab,Tier 1,Bajaj,2024,Second,Individual,Hybrid,Not Available,"3,17,109.00 ",2024,43.16,894,97.69,0.11,0.44,"2,35,214.16 ",317109,Avenger 220,81894.84
Gujarat,Tier 1,KTM,2024,Third,Individual,Hybrid,Not Available,"3,06,571.00 ",2024,19.42,452,67.79,0.15,0.29,"2,12,919.77 ",306571,250 Duke,93651.23
Gujarat,Tier 1,KTM,2024,Second,Individual,Hybrid,Expired,"2,66,871.00 ",2024,52.53,176,75.76,0.43,0.69,"1,55,859.54 ",266871,Duke 200,111011.46
Maharashtra,Tier 1,Yamaha,2024,Second,Individual,Hybrid,Expired,"2,16,634.00 ",2024,63.5,980,85.16,0.09,0.75,"1,66,486.97 ",216634,Ray ZR,50147.03
West Bengal,Tier 1,Bajaj,2024,First,Individual,Hybrid,Active,"85,481.00 ",2024,72.02,337,74.58,0.22,0.97,"42,520.39 ",85481,Platina 110,42960.61
Tamil Nadu,Tier 1,Bajaj,2024,Third,Dealer,Hybrid,Expired,"87,726.00 ",2024,58.24,943,65.83,0.07,0.88,"44,181.50 ",87726,Dominar 400,43544.5
Madhya Pradesh,Tier 1,KTM,2024,Third,Dealer,Hybrid,Active,"2,56,007.00 ",2024,71.47,660,78.87,0.12,0.91,"1,40,801.70 ",256007,250 Duke,115205.3
Madhya Pradesh,Tier 1,KTM,2024,First,Individual,Hybrid,Expired,"3,25,983.00 ",2024,71.08,417,75.64,0.18,0.94,"1,35,568.44 ",325983,390 Adventure,190414.56
Madhya Pradesh,Tier 1,Hero,2024,Second,Dealer,Hybrid,Not Available,"3,78,391.00 ",2024,73.13,129,68.81,0.53,1.06,"2,74,749.14 ",378391,Glamour,103641.86
Rajasthan,Tier 1,Hero,2024,Second,Individual,Hybrid,Active,"1,38,911.00 ",2024,41.76,510,93.46,0.18,0.45,"97,022.27 ",138911,HF Deluxe,41888.73
West Bengal,Tier 1,KTM,2024,First,Individual,Hybrid,Not Available,"1,10,363.00 ",2024,79.95,886,71.43,0.08,1.12,"52,065.73 ",110363,RC 390,58297.27
Punjab,Tier 1,Yamaha,2024,Third,Individual,Hybrid,Expired,"3,19,142.00 ",2024,19.23,251,65.62,0.26,0.29,"2,27,383.89 ",319142,R15 V4,91758.11
Rajasthan,Tier 1,Kawasaki,2024,First,Individual,Hybrid,Not Available,"70,599.00 ",2024,60,161,67.24,0.42,0.89,"43,201.37 ",70599,Ninja 400,27397.63
Uttar Pradesh,Tier 1,Honda,2024,Second,Dealer,Hybrid,Not Available,"1,18,352.00 ",2024,30.17,111,95.02,0.86,0.32,"91,976.43 ",118352,Unicorn,26375.57
Punjab,Tier 1,KTM,2024,Third,Dealer,Hybrid,Not Available,"3,02,815.00 ",2024,19.32,101,81.45,0.81,0.24,"1,36,795.72 ",302815,250 Duke,166019.28
Maharashtra,Tier 1,Bajaj,2024,Second,Dealer,Hybrid,Active,"2,42,303.00 ",2024,55.32,444,80.62,0.18,0.69,"1,21,833.29 ",242303,Pulsar 150,120469.71
Punjab,Tier 1,Hero,2024,Second,Dealer,Hybrid,Expired,"65,558.00 ",2024,55.2,619,80.95,0.13,0.68,"48,473.84 ",65558,Glamour,17084.16
Punjab,Tier 1,Kawasaki,2024,Second,Dealer,Hybrid,Not Available,"1,51,577.00 ",2024,12.53,881,86.7,0.1,0.14,"85,577.00 ",151577,Z650,66000
Punjab,Tier 1,Honda,2024,Second,Individual,Hybrid,Not Available,"2,93,723.00 ",2024,47.71,328,83.15,0.25,0.57,"1,59,374.23 ",293723,CBR 650R,134348.77
Uttar Pradesh,Tier 1,TVS,2024,Second,Dealer,Hybrid,Expired,"2,93,621.00 ",2024,42.46,147,62.64,0.43,0.68,"1,65,590.94 ",293621,Ronin,128030.06
Punjab,Tier 1,KTM,2024,Second,Dealer,Hybrid,Active,"1,37,213.00 ",2024,51.28,678,60.77,0.09,0.84,"84,678.70 ",137213,390 Adventure,52534.3
Delhi,Tier 1,Honda,2024,Second,Individual,Hybrid,Expired,"1,16,973.00 ",2024,42.1,359,96.87,0.27,0.43,"87,522.04 ",116973,Dio,29450.96
Punjab,Tier 1,KTM,2024,First,Dealer,Hybrid,Active,"3,38,066.00 ",2024,51.75,859,87.06,0.1,0.59,"2,38,810.17 ",338066,Duke 200,99255.83
Rajasthan,Tier 1,Honda,2024,Third,Dealer,Hybrid,Expired,"1,21,348.00 ",2024,58.78,399,79.69,0.2,0.74,"64,388.05 ",121348,Unicorn,56959.95
Madhya Pradesh,Tier 1,Royal Enfield,2024,Second,Dealer,Hybrid,Active,"1,96,560.00 ",2024,76.04,666,61.54,0.09,1.24,"1,55,990.66 ",196560,Interceptor 650,40569.34
Punjab,Tier 1,Hero,2024,Second,Dealer,Hybrid,Expired,"2,68,001.00 ",2024,31.68,499,90.63,0.18,0.35,"1,20,349.23 ",268001,HF Deluxe,147651.77
Karnataka,Tier 1,Kawasaki,2024,Third,Dealer,Hybrid,Not Available,"1,02,623.00 ",2024,73.01,628,81.85,0.13,0.89,"73,474.90 ",102623,Z650,29148.1
Punjab,Tier 1,Kawasaki,2024,Third,Dealer,Hybrid,Not Available,"3,95,526.00 ",2024,62.6,201,95.76,0.48,0.65,"2,71,576.04 ",395526,Ninja 400,123949.96
Maharashtra,Tier 1,TVS,2024,Third,Dealer,Hybrid,Not Available,"78,294.00 ",2024,61.43,713,76.03,0.11,0.81,"37,210.71 ",78294,NTorq 125,41083.29
Karnataka,Tier 1,Hero,2024,First,Dealer,Hybrid,Not Available,"3,15,009.00 ",2024,9.81,850,61.1,0.07,0.16,"2,10,652.97 ",315009,Passion Pro,104356.03
Karnataka,Tier 1,Kawasaki,2024,Third,Individual,Hybrid,Expired,"2,25,271.00 ",2024,26.87,560,77.97,0.14,0.34,"1,16,731.75 ",225271,Ninja 400,108539.25
West Bengal,Tier 1,Kawasaki,2024,Third,Dealer,Hybrid,Not Available,"1,99,100.00 ",2024,24.58,769,94.46,0.12,0.26,"1,46,514.89 ",199100,Z650,52585.11
Madhya Pradesh,Tier 1,Yamaha,2024,Second,Dealer,Hybrid,Active,"2,09,111.00 ",2024,73.97,520,99.54,0.19,0.74,"89,354.12 ",209111,Fascino 125,119756.88
Karnataka,Tier 1,Yamaha,2024,Second,Dealer,Hybrid,Expired,"3,82,953.00 ",2024,67.11,425,85.15,0.2,0.79,"2,89,883.96 ",382953,Fascino 125,93069.04
Madhya Pradesh,Tier 1,Bajaj,2024,Third,Individual,Hybrid,Not Available,"60,656.00 ",2024,14.5,772,67.36,0.09,0.22,"47,831.46 ",60656,Avenger 220,12824.54
Gujarat,Tier 1,Honda,2024,Second,Individual,Hybrid,Expired,"3,56,498.00 ",2024,69.98,803,72.58,0.09,0.96,"2,62,965.44 ",356498,Shine,93532.56
Rajasthan,Tier 1,Kawasaki,2024,First,Dealer,Hybrid,Active,"85,899.00 ",2024,43.37,337,77.37,0.23,0.56,"48,756.71 ",85899,Ninja 300,37142.29
Uttar Pradesh,Tier 1,KTM,2024,Third,Individual,Hybrid,Active,"3,66,681.00 ",2024,68.03,820,60.35,0.07,1.13,"2,52,959.21 ",366681,RC 390,113721.79
Punjab,Tier 1,TVS,2024,Third,Individual,Hybrid,Not Available,"3,34,703.00 ",2024,50.27,863,89.66,0.1,0.56,"2,17,461.32 ",334703,NTorq 125,117241.68
Madhya Pradesh,Tier 1,TVS,2024,Second,Individual,Hybrid,Active,"3,23,987.00 ",2024,72.92,321,75.03,0.23,0.97,"1,55,323.81 ",323987,Sport,168663.19
Rajasthan,Tier 1,KTM,2024,First,Dealer,Hybrid,Active,"2,21,026.00 ",2024,59.86,482,75.11,0.16,0.8,"1,59,637.69 ",221026,250 Duke,61388.31
Uttar Pradesh,Tier 1,Royal Enfield,2024,First,Individual,Hybrid,Not Available,"2,27,451.00 ",2024,24.69,842,77.95,0.09,0.32,"1,54,914.72 ",227451,Interceptor 650,72536.28
Maharashtra,Tier 1,KTM,2024,Second,Individual,Hybrid,Expired,"1,45,177.00 ",2024,6.47,949,80.76,0.09,0.08,"1,01,848.15 ",145177,125 Duke,43328.85
Delhi,Tier 1,Kawasaki,2024,Second,Dealer,Hybrid,Not Available,"3,87,742.00 ",2024,7.29,992,98.42,0.1,0.07,"2,23,368.10 ",387742,Ninja 300,164373.9
Uttar Pradesh,Tier 1,Royal Enfield,2024,Third,Dealer,Hybrid,Active,"3,79,476.00 ",2024,28.68,906,95.9,0.11,0.3,"2,82,735.43 ",379476,Himalayan,96740.57
West Bengal,Tier 1,KTM,2024,Third,Dealer,Hybrid,Active,"1,39,354.00 ",2024,60.73,743,73.56,0.1,0.83,"56,187.21 ",139354,RC 390,83166.79
Maharashtra,Tier 1,Yamaha,2024,First,Individual,Hybrid,Not Available,"1,96,554.00 ",2024,15.69,810,63.42,0.08,0.25,"1,43,835.71 ",196554,R15 V4,52718.29
Rajasthan,Tier 1,Yamaha,2024,Third,Dealer,Hybrid,Expired,"2,25,964.00 ",2024,52.06,940,68.56,0.07,0.76,"1,27,575.13 ",225964,Fascino 125,98388.87
West Bengal,Tier 1,Hero,2024,First,Individual,Hybrid,Expired,"1,51,719.00 ",2024,51.91,885,65.48,0.07,0.79,"1,09,110.57 ",151719,HF Deluxe,42608.43
Uttar Pradesh,Tier 1,Hero,2024,Third,Dealer,Hybrid,Expired,"2,44,864.00 ",2024,12.69,804,98.33,0.12,0.13,"1,50,882.71 ",244864,Splendor Plus,93981.29
Karnataka,Tier 1,Hero,2024,First,Dealer,Hybrid,Expired,"1,72,730.00 ",2024,18.51,885,70.83,0.08,0.26,"1,13,706.96 ",172730,Glamour,59023.04
Punjab,Tier 1,Kawasaki,2024,First,Dealer,Hybrid,Expired,"1,17,411.00 ",2024,11.36,877,76.1,0.09,0.15,"77,809.96 ",117411,Versys 650,39601.04
West Bengal,Tier 1,TVS,2024,Second,Individual,Hybrid,Not Available,"3,19,237.00 ",2024,74.72,512,84.97,0.17,0.88,"1,86,415.12 ",319237,NTorq 125,132821.88
Gujarat,Tier 1,Kawasaki,2024,Second,Dealer,Hybrid,Not Available,"2,06,540.00 ",2024,67.83,469,80.07,0.17,0.85,"1,30,554.44 ",206540,Vulcan S,75985.56
Rajasthan,Tier 1,Royal Enfield,2024,First,Individual,Hybrid,Not Available,"3,26,565.00 ",2024,37.59,758,70.85,0.09,0.53,"1,58,207.22 ",326565,Hunter 350,168357.78
Karnataka,Tier 1,Honda,2024,Third,Individual,Hybrid,Active,"3,27,975.00 ",2024,33.14,764,72.79,0.1,0.46,"1,54,697.80 ",327975,Shine,173277.2
Maharashtra,Tier 1,Bajaj,2024,Third,Individual,Hybrid,Active,"3,99,253.00 ",2024,50.19,681,76.18,0.11,0.66,"2,82,021.08 ",399253,Dominar 400,117231.92
Tamil Nadu,Tier 1,TVS,2024,Third,Individual,Hybrid,Active,"95,019.00 ",2024,66.79,780,67.75,0.09,0.99,"67,919.36 ",95019,NTorq 125,27099.64
Gujarat,Tier 1,Honda,2024,Second,Dealer,Hybrid,Not Available,"2,38,664.00 ",2024,6.4,457,71.61,0.16,0.09,"1,46,748.13 ",238664,Activa,91915.87
Gujarat,Tier 1,Bajaj,2024,Second,Individual,Hybrid,Active,"1,78,376.00 ",2024,50.87,876,91.87,0.1,0.55,"1,13,536.77 ",178376,Pulsar 150,64839.23
Maharashtra,Tier 1,Yamaha,2024,Third,Individual,Hybrid,Expired,"3,48,995.00 ",2024,57.39,166,95.41,0.57,0.6,"1,82,835.76 ",348995,Ray ZR,166159.24
Rajasthan,Tier 1,Yamaha,2024,Third,Individual,Hybrid,Active,"1,05,484.00 ",2024,32.66,268,70.93,0.26,0.46,"63,332.74 ",105484,R15 V4,42151.26
Madhya Pradesh,Tier 1,TVS,2024,Third,Individual,Hybrid,Not Available,"2,08,277.00 ",2024,75.72,431,67.33,0.16,1.12,"93,682.76 ",208277,NTorq 125,114594.24
Delhi,Tier 1,TVS,2024,Second,Dealer,Hybrid,Active,"1,69,295.00 ",2024,75.35,495,86.52,0.17,0.87,"1,11,197.11 ",169295,Ronin,58097.89
Rajasthan,Tier 1,Royal Enfield,2024,First,Dealer,Hybrid,Expired,"3,81,626.00 ",2024,23.16,323,83.45,0.26,0.28,"2,01,745.72 ",381626,Meteor 350,179880.28
Maharashtra,Tier 1,Royal Enfield,2024,Third,Individual,Hybrid,Expired,"3,77,856.00 ",2024,14,632,87.92,0.14,0.16,"2,15,757.06 ",377856,Interceptor 650,162098.94
Madhya Pradesh,Tier 1,TVS,2024,Third,Dealer,Hybrid,Active,"1,12,446.00 ",2024,26.26,981,98,0.1,0.27,"62,554.64 ",112446,Ronin,49891.36
Madhya Pradesh,Tier 1,Honda,2024,Third,Dealer,Hybrid,Not Available,"3,69,977.00 ",2024,44.41,665,64.82,0.1,0.69,"2,30,065.14 ",369977,Dio,139911.86
Uttar Pradesh,Tier 1,TVS,2024,Third,Dealer,Hybrid,Expired,"2,16,704.00 ",2024,8.02,709,75.75,0.11,0.11,"1,41,225.69 ",216704,Sport,75478.31
Tamil Nadu,Tier 1,KTM,2024,Second,Individual,Hybrid,Not Available,"1,85,309.00 ",2024,14.57,721,95.6,0.13,0.15,"1,43,824.90 ",185309,RC 390,41484.1
Uttar Pradesh,Tier 1,Royal Enfield,2024,Second,Dealer,Hybrid,Active,"1,56,557.00 ",2024,61.42,220,86.11,0.39,0.71,"68,596.08 ",156557,Meteor 350,87960.92
Madhya Pradesh,Tier 1,TVS,2024,Second,Dealer,Hybrid,Not Available,"1,91,149.00 ",2024,67.15,353,98.56,0.28,0.68,"1,29,506.28 ",191149,NTorq 125,61642.72
Madhya Pradesh,Tier 1,Kawasaki,2024,Second,Dealer,Hybrid,Active,"2,97,387.00 ",2024,78.55,228,77.16,0.34,1.02,"1,46,978.52 ",297387,Vulcan S,150408.48
Tamil Nadu,Tier 1,Hero,2024,Second,Individual,Hybrid,Expired,"3,53,910.00 ",2024,31.75,363,89.51,0.25,0.35,"2,28,303.20 ",353910,Xtreme 160R,125606.8
Rajasthan,Tier 1,Hero,2024,Third,Dealer,Hybrid,Active,"87,771.00 ",2024,58.66,701,87.71,0.13,0.67,"65,692.96 ",87771,HF Deluxe,22078.04
Uttar Pradesh,Tier 1,KTM,2024,Third,Individual,Hybrid,Not Available,"3,50,289.00 ",2024,7.15,612,62.92,0.1,0.11,"1,89,271.00 ",350289,390 Adventure,161018
